facility_key,facility_name,source_facility_id,care_category,program_type,county,address,city,state,zip,phone,fax,capacity,licensee,administrator,facility_status,license_first_date,closed_date,regional_office,source_file_date,is_active,latitude,longitude,distance_miles_from_center,source_id,source_name,source_url,source_owner
"tx-hhsc-assisted-living:110718","MILLHOUSE ASSISTED LIVING","110718","assisted_living","Assisted Living","TRAVIS","11005 ANDERSON MILL RD","AUSTIN","TX","78750","(512) 731-3633","","8","","","","","","","","true","30.4493","-97.8161","13.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110647","NORTH AUSTIN SENIOR LIVING, LLC","110647","assisted_living","Assisted Living","TRAVIS","728 STANSTED MANOR DR","PFLUGERVILLE","TX","78660","","(512) 712-4757","10","","","","","","","","true","30.4297","-97.6162","13.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110310","BUDA OAKS ASSISTED LIVING AND MEMORY CARE","110310","assisted_living","Assisted Living","HAYS","1250 CABELAS DRIVE","BUDA","TX","78610","(512) 906-2225","","132","","","","","","","","true","30.0851","-97.8274","13.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030159","RUBY'S HOME AT ANDERSON MILL LLC","030159","assisted_living","Assisted Living","WILLIAMSON","11009 EL SALIDO PKWY","AUSTIN","TX","78750","(512) 550-1767","(512) 250-1853","10","","","","","","","","true","30.4543","-97.8125","13.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:105945","THE AUBERGE AT BEE CAVE  A MEMORY CARE COMMUNITY","105945","assisted_living","Assisted Living","TRAVIS","14058 A BEE CAVE PARKWAY","BEE CAVE","TX","78738","512 2632544","512 2632944","92","","","","","","","","true","30.3124","-97.9643","13.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:100306","WELLS POINT LODGE","100306","assisted_living","Assisted Living","TRAVIS","401 SOUTH HEATHERWILDE BLVD","PFLUGERVILLE","TX","78660","(512) 251-1640","(512) 251-1642","40","","","","","","","","true","30.4439","-97.6412","13.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:000896","WELLS POINT LODGE","000896","assisted_living","Assisted Living","TRAVIS","401 SOUTH HEATHERWILDE BLVD","PFLUGERVILLE","TX","78660","(512) 251-1640","(512) 251-1642","20","","","","","","","","true","30.4439","-97.6412","13.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:103685","PROVIDENT MEMORY CARE CENTER DBA SODALIS DRIPPING SPRINGS","103685","assisted_living","Assisted Living","TRAVIS","11013 SIGNAL HILL DR","AUSTIN","TX","78737","(512) 637-5400","(512) 637-5404","22","","","","","","","","true","30.211","-97.9663","13.9","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107193","SODALIS BUDA ASSISTED LIVING, LLC","107193","assisted_living","Assisted Living","HAYS","645 FM 967, STE 300","BUDA","TX","78610","(512) 637-5400","(512) 637-5404","48","","","","","","","","true","30.0887","-97.8519","13.9","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:103686","SODALIS BUDA LLC","103686","assisted_living","Assisted Living","HAYS","645 FM 967","BUDA","TX","78610","(512) 295-5600","(512) 296-5633","22","","","","","","","","true","30.0887","-97.8519","13.9","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:103582","RUBY'S HOME AT LAKELINE LLC","103582","assisted_living","Assisted Living","WILLIAMSON","11206 POWDER MILL TRAIL","AUSTIN","TX","78750","(512) 550-1767","(512) 465-2157","15","","","","","","","","true","30.4614","-97.8117","14","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110190","THE ENCLAVE AT CEDAR PARK SENIOR LIVING","110190","assisted_living","Assisted Living","WILLIAMSON","3405 EL SALIDO PARKWAY","CEDAR PARK","TX","78613","512 4025040","","65","","","","","","","","true","30.4585","-97.8257","14.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110184","THE ENCLAVE AT CEDAR PARK SENIOR LIVING","110184","assisted_living","Assisted Living","WILLIAMSON","3405 EL SALIDO PARKWAY","CEDAR PARK","TX","78613","512 4025040","","46","","","","","","","","true","30.4585","-97.8257","14.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106031","ARBOR TERRACE LAKEWAY","106031","assisted_living","Assisted Living","TRAVIS","300 MEDICAL PARKWAY","LAKEWAY","TX","78738","(512) 402-1222","(512) 263-4289","226","","","","","","","","true","30.3308","-97.9695","14.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107187","BELMONT VILLAGE LAKEWAY, LLC","107187","assisted_living","Assisted Living","TRAVIS","107 BELLA MONTAGNA CIRCLE","LAKEWAY","TX","78734","(512) 402-1800","(512) 402-1803","215","","","","","","","","true","30.3588","-97.9586","14.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:105497","SERENITY SENIOR LIVING","105497","assisted_living","Assisted Living","TRAVIS","900 RAMBLE CREEK DRIVE","PFLUGERVILLE","TX","78660","(512) 989-5816","(512) 989-5816","11","","","","","","","","true","30.4568","-97.6427","14.4","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110553","HERITAGE LAKES ASSISTED LIVING","110553","assisted_living","Assisted Living","TRAVIS","19005 PLEASANT BAY DR.","PFLUGERVILLE","TX","78660","(737) 224-1057","","56","","","","","","","","true","30.4501","-97.6152","14.8","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030272","BROOKDALE LAKEWAY","030272","assisted_living","Assisted Living","TRAVIS","1915 LOHMANS CROSSING RD","LAKEWAY","TX","78734","(512) 261-7146","(512) 261-7149","132","","","","","","","","true","30.3477","-97.9765","15","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030273","BROOKDALE LAKEWAY ALMC","030273","assisted_living","Assisted Living","TRAVIS","1915 LOHMANS CROSSING RD","LAKEWAY","TX","78734","(512) 261-7146","(512) 261-7149","16","","","","","","","","true","30.3477","-97.9765","15","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106696","LEDGESTONE SENIOR LIVING","106696","assisted_living","Assisted Living","HAYS","13150 FOUR STAR BLVD","AUSTIN","TX","78737","(512) 767-1800","","92","","","","","","","","true","30.2069","-97.9851","15","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106829","SPANISH OAK ASSISTED LIVING LLC","106829","assisted_living","Assisted Living","TRAVIS","1417 E PFENNIG LN","PFLUGERVILLE","TX","78660","(940) 736-0532","(737) 203-5206","16","","","","","","","","true","30.453","-97.6121","15","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:105483","GRACELAND SENIOR LIVING","105483","assisted_living","Assisted Living","TRAVIS","17228 SANDWICK DRIVE","PFLUGERVILLE","TX","78660","(512) 736-6206","(512) 857-0353","8","","","","","","","","true","30.4676","-97.642","15.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:101583","SHENANDOAH VILLA","101583","assisted_living","Assisted Living","WILLIAMSON","1623 SHENANDOAH DR.","CEDAR PARK","TX","78613","(512) 257-7526","(512) 257-1673","16","","","","","","","","true","30.4746","-97.822","15.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106027","AVALON MEMORY CARE CEDAR PARK","106027","assisted_living","Assisted Living","WILLIAMSON","2215 S LAKELINE","CEDAR PARK","TX","78613","(214) 752-7050","(214) 752-7054","25","","","","","","","","true","30.4784","-97.8203","15.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030267","BROOKDALE LOHMANS CROSSING","030267","assisted_living","Assisted Living","TRAVIS","1604 LOHMANS CROSSING","AUSTIN","TX","78734","(512) 261-6653","(512) 261-2699","75","","","","","","","","true","30.3553","-97.9785","15.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:104870","ISLE AT CEDAR RIDGE","104870","assisted_living","Assisted Living","WILLIAMSON","2200 S LAKELINE BLVD","CEDAR PARK","TX","78613","(512) 219-0200","(512) 219-0466","98","","","","","","","","true","30.48","-97.822","15.4","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030374","BROOKDALE ROUND ROCK","030374","assisted_living","Assisted Living","WILLIAMSON","8005 CORNERWOOD DR","AUSTIN","TX","78717","(512) 238-7200","(512) 238-8593","16","","","","","","","","true","30.4909","-97.7351","15.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030306","BROOKDALE ROUND ROCK","030306","assisted_living","Assisted Living","WILLIAMSON","8005 CORNERWOOD DR","AUSTIN","TX","78717","(512) 238-7200","(512) 238-8593","74","","","","","","","","true","30.4909","-97.7351","15.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110578","CNS  ROCKIES RUN","110578","assisted_living","Assisted Living","TRAVIS","16300 ROCKIES RUN SUMMIT","BEE CAVE","TX","78738","512 8873883","512 8873873","6","","","","","","","","true","30.3215","-97.9965","15.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106613","ROUND ROCK ASSISTED LIVING, LLC","106613","assisted_living","Assisted Living","WILLIAMSON","16708 MARSALA SPRINGS DRIVE","ROUND ROCK","TX","78681","(512) 218-5952","(844) 272-2643","11","","","","","","","","true","30.5022","-97.732","16.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107007","DOUBLE CREEK ASSISTED LIVING","107007","assisted_living","Assisted Living","WILLIAMSON","2300 LOUIS HENNA BLVD","ROUND ROCK","TX","78664","(512) 839-2823","","122","","","","","","","","true","30.4891","-97.6416","16.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106896","LAUREL'S HOUSE","106896","assisted_living","Assisted Living","HAYS","13701 TRAUTWEIN ROAD","AUSTIN","TX","78737","(512) 858-0211","(866) 731-7135","16","","","","","","","","true","30.2124","-98.0193","16.9","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:105170","THE ROSE AT ROUND ROCK","105170","assisted_living","Assisted Living","WILLIAMSON","7230 WYOMING SPRINGS DRIVE","ROUND ROCK","TX","78681","(855) 840-7257","(512) 218-0073","114","","","","","","","","true","30.5144","-97.7145","17.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106346","SERENITY SENIOR LIVING","106346","assisted_living","Assisted Living","WILLIAMSON","100 SHADY TRAILS PASS","CEDAR PARK","TX","78613","(512) 250-9108","(512) 727-6038","10","","","","","","","","true","30.5045","-97.8405","17.4","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106075","SUNDANCE AT BRUSHY CREEK","106075","assisted_living","Assisted Living","WILLIAMSON","3000 GLACIER PASS LN.","CEDAR PARK","TX","78613","(713) 542-6700","","52","","","","","","","","true","30.5186","-97.7767","17.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110682","THE PRIMROSE","110682","assisted_living","Assisted Living","WILLIAMSON","3602 WINDING WAY","ROUND ROCK","TX","78664","(617) 688-7549","","11","","","","","","","","true","30.4933","-97.6112","17.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030013","A TOUCH OF HOME","030013","assisted_living","Assisted Living","WILLIAMSON","4301 CRESTRIDGE DR","ROUND ROCK","TX","78681","(512) 218-0042","(512) 218-0039","16","","","","","","","","true","30.5215","-97.744","17.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107093","FAMILY TREE ASSITED LIVING","107093","assisted_living","Assisted Living","WILLIAMSON","124 SILK TREE LANE","ROUND ROCK","TX","78664","(703) 283-6397","","15","","","","","","","","true","30.4947","-97.6102","17.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107060","SUNDARA OF ROUND ROCK","107060","assisted_living","Assisted Living","WILLIAMSON","1000-1 RUSK ROAD","ROUND ROCK","TX","78665","(512) 400-0488","","16","","","","","","","","true","30.5082","-97.6304","18","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107062","SUNDARA ROUND ROCK","107062","assisted_living","Assisted Living","WILLIAMSON","1000-2 RUSK ROAD","ROUND ROCK","TX","78665","(512) 400-0488","","16","","","","","","","","true","30.5082","-97.6304","18","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:101068","A SERENE SETTING","101068","assisted_living","Assisted Living","WILLIAMSON","2101 CROSS CREEK TRL","ROUND ROCK","TX","78681","(512) 716-0108","(512) 716-0108","10","","","","","","","","true","30.5291","-97.7198","18.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030240","POINTE AT CEDAR PARK","030240","assisted_living","Assisted Living","WILLIAMSON","450 DISCOVERY BLVD","CEDAR PARK","TX","78613","(512) 259-6525","(512) 260-7365","60","","","","","","","","true","30.5188","-97.8248","18.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106257","THE AUBERGE AT CEDAR PARK  A MEMORY CARE COMMUNITY","106257","assisted_living","Assisted Living","WILLIAMSON","800 C-BAR RANCH TRAIL","CEDAR PARK","TX","78613","512 9867202","512 9867140","90","","","","","","","","true","30.5245","-97.8096","18.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106171","TRAN'S SENIOR OASIS LLC","106171","assisted_living","Assisted Living","WILLIAMSON","2304 LIVE OAK CIRCLE","ROUND ROCK","TX","78681","(512) 310-8727","(512) 792-9893","10","","","","","","","","true","30.5346","-97.7445","18.5","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106804","POET'S WALK CEDAR PARK","106804","assisted_living","Assisted Living","WILLIAMSON","1503 MEDICAL PARKWAY","CEDAR PARK","TX","78613","(512) 725-8288","(512) 738-8289","70","","","","","","","","true","30.5307","-97.8089","18.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:105695","ORCHARD PARK OF KYLE","105695","assisted_living","Assisted Living","HAYS","4701 RATCLIFFE DRIVE","KYLE","TX","78640","(512) 920-6400","(512) 268-5304","141","","","","","","","","true","30.0199","-97.8733","18.8","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:104692","THE COTTAGES AT CHANDLER CREEK III","104692","assisted_living","Assisted Living","WILLIAMSON","2351 NORTH A.W. GRIMES BLVD","ROUND ROCK","TX","78665","(512) 218-9757","(512) 218-8768","54","","","","","","","","true","30.5328","-97.6514","19.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030118","THE COTTAGES AT CHANDLER CREEK I","030118","assisted_living","Assisted Living","WILLIAMSON","2401 NORTH A W GRIMES BLVD","ROUND ROCK","TX","78665","(512) 218-9757","(512) 218-9759","16","","","","","","","","true","30.5335","-97.6515","19.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030119","THE COTTAGES AT CHANDLER CREEK II","030119","assisted_living","Assisted Living","WILLIAMSON","2401 N AW GRIMES BLVD","ROUND ROCK","TX","78665","(512) 218-9757","(512) 218-9759","16","","","","","","","","true","30.5335","-97.6515","19.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:102655","CEDAR RIDGE ALZHEIMER'S SPECIAL CARE CENTER","102655","assisted_living","Assisted Living","WILLIAMSON","2100 LAKELINE BLVD","CEDAR PARK","TX","78613","(512) 258-5157","(512) 258-5157","66","","","","","","","","true","30.5294","-97.8567","19.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:030121","COURT AT ROUND ROCK ASSISTED LIVING COMMUNITY","030121","assisted_living","Assisted Living","WILLIAMSON","2700 SUNRISE RD","ROUND ROCK","TX","78664","(512) 310-0002","(512) 310-0002","123","","","","","","","","true","30.5401","-97.6707","19.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110250","THE PHILOMENA ASSISTED LIVING AND MEMORY CARE","110250","assisted_living","Assisted Living","HAYS","350 PHILOMENA DRIVE","KYLE","TX","78640","(512) 382-0996","","132","","","","","","","","true","29.9948","-97.8675","20.2","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:110368","THE ENCLAVE AT ROUND ROCK SENIOR LIVING","110368","assisted_living","Assisted Living","WILLIAMSON","2351 OAKMONT DRIVE","ROUND ROCK","TX","78665","(512) 693-2420","(512) 255-6414","116","","","","","","","","true","30.5554","-97.6793","20.3","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106513","POET'S WALK ROUND ROCK","106513","assisted_living","Assisted Living","WILLIAMSON","4050 SUNRISE ROAD","ROUND ROCK","TX","78665","(512) 255-6009","(512) 255-6039","70","","","","","","","","true","30.5576","-97.6796","20.4","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:107248","PRECIOUS GROUP HOME CARE LLC","107248","assisted_living","Assisted Living","WILLIAMSON","2200 SOUTH BAGDAD ROAD","LEANDER","TX","78641","(512) 541-1606","(512) 221-2927","16","","","","","","","","true","30.5465","-97.8516","20.4","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:106164","LEGACY AT CRYSTAL FALLS","106164","assisted_living","Assisted Living","WILLIAMSON","1841 CRYSTAL FALLS PARKWAY","LEANDER","TX","78641","(512) 487-7049","","138","","","","","","","","true","30.546","-97.866","20.6","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:102973","FAIRWAY VISTA","102973","assisted_living","Assisted Living","WILLIAMSON","1017 HIDDEN VIEW PLACE","ROUND ROCK","TX","78665","(512) 220-7316","(512) 220-7317","8","","","","","","","","true","30.5666","-97.6754","21.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
"tx-hhsc-assisted-living:104424","FAIRWAY VISTA II","104424","assisted_living","Assisted Living","WILLIAMSON","1019 HIDDEN VIEW PL","ROUND ROCK","TX","78665","(512) 220-7316","(512) 220-7317","9","","","","","","","","true","30.5667","-97.6753","21.1","tx-hhsc-assisted-living","Texas HHSC Assisted Living Facilities","https://services1.arcgis.com/jI1j5lArZnrgFYSc/ArcGIS/rest/services/Assisted_Living/FeatureServer/0","Texas Health and Human Services Commission"
