facility_key,facility_name,source_facility_id,care_category,program_type,county,address,city,state,zip,phone,fax,capacity,licensee,administrator,facility_status,license_first_date,closed_date,regional_office,source_file_date,is_active,latitude,longitude,distance_miles_from_center,source_id,source_name,source_url,source_owner,source_detail
"cms-nursing-home-provider-info:165561","Heritage House","165561","skilled_nursing","Medicare and Medicaid","CASS","1200 Brookridge Circle","ATLANTIC","IA","50022","7122431850","","61","WESLEY RETIREMENT SERVICES INC","","ACTIVE","2005-10-01","","","2026-07-01","true","41.3986","-95","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":58.5,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":3,""staffing_rating"":5,""chain_name"":""WESLEYLIFE"",""chain_id"":""561"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165232","Friendship Home Association","165232","skilled_nursing","Medicare and Medicaid","AUDUBON","714 Division","AUDUBON","IA","50025","7125632651","","46","FRIENDSHIP HOME ASSOCIATION","","ACTIVE","1994-10-03","","","2026-07-01","true","41.7158","-94.927","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":37,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":5,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165535","Accura Healthcare of Aurelia, LLC","165535","skilled_nursing","Medicare and Medicaid","CHEROKEE","401 West Fifth Street","AURELIA","IA","51005","7124342294","","41","ACCURA HEALTHCARE OF AURELIA LLC","","ACTIVE","2004-08-02","","","2026-07-01","true","42.7156","-95.44","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":34.4,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":4,""longstay_qm_rating"":3,""shortstay_qm_rating"":5,""staffing_rating"":4,""chain_name"":""ACCURA HEALTHCARE"",""chain_id"":""8"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165294","Avoca Specialty Care","165294","skilled_nursing","Medicare and Medicaid","POTTAWATTAMIE","610 East York Street","AVOCA","IA","51521","7123436398","","46","CARE INITIATIVES","","ACTIVE","1996-08-01","","","2026-07-01","true","41.5059","-95.386","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":33.4,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":3,""longstay_qm_rating"":4,""shortstay_qm_rating"":3,""staffing_rating"":3,""chain_name"":""CARE INITIATIVES"",""chain_id"":""106"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165408","Accura Healthcare of Bancroft","165408","skilled_nursing","Medicare and Medicaid","KOSSUTH","546 East Ramsey Street","BANCROFT","IA","50517","5158852463","","25","ACCURA HEALTHCARE OF BANCROFT LLC","","ACTIVE","1999-04-01","","","2026-07-01","true","43.293","-94.209","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":19.4,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":3,""qm_rating"":2,""longstay_qm_rating"":2,""shortstay_qm_rating"":null,""staffing_rating"":5,""chain_name"":""ACCURA HEALTHCARE"",""chain_id"":""8"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165342","Willow Dale Wellness Village","165342","skilled_nursing","Medicare and Medicaid","IDA","404 First Street","BATTLE CREEK","IA","51006","7123654332","","40","BATTLE CREEK IA SKILLED NURSING FACILITY LLC","","ACTIVE","1997-07-01","","","2026-07-01","true","42.3161","-95.597","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":29.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":2,""shortstay_qm_rating"":3,""staffing_rating"":4,""chain_name"":""LEGACY HEALTHCARE"",""chain_id"":""306"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165292","Bedford Specialty Care","165292","skilled_nursing","Medicare and Medicaid","TAYLOR","1005 West Pearl","BEDFORD","IA","50833","7125232161","","39","CARE INITIATIVES","","ACTIVE","1996-08-01","","","2026-07-01","true","40.6707","-94.725","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":29.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":2,""shortstay_qm_rating"":4,""staffing_rating"":4,""chain_name"":""CARE INITIATIVES"",""chain_id"":""106"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165349","Belle Plaine Specialty Care","165349","skilled_nursing","Medicare and Medicaid","BENTON","1505 Sunset Drive","BELLE PLAINE","IA","52208","3194442500","","46","CARE INITIATIVES","","ACTIVE","1997-07-22","","","2026-07-01","true","41.8993","-92.266","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":36.6,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":3,""qm_rating"":5,""longstay_qm_rating"":5,""shortstay_qm_rating"":null,""staffing_rating"":3,""chain_name"":""CARE INITIATIVES"",""chain_id"":""106"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165374","Mill Valley Care Center","165374","skilled_nursing","Medicare and Medicaid","JACKSON","1201 Park Street","BELLEVUE","IA","52031","5638725521","","46","RIVERVIEW DEVELOPMENT CORPORATION","","ACTIVE","1998-01-01","","","2026-07-01","true","42.2572","-90.438","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":34.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":""HEALTHCARE OF IOWA"",""chain_id"":""260"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165380","Rehabilitation Center of Belmond","165380","skilled_nursing","Medicare and Medicaid","WRIGHT","1107 Seventh Street NE","BELMOND","IA","50421","6414443915","","44","BELMOND IA SKILLED NURSING FACILITY LLC","","ACTIVE","1998-01-01","","","2026-07-01","true","42.8525","-93.604","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":39.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":5,""longstay_qm_rating"":5,""shortstay_qm_rating"":5,""staffing_rating"":2,""chain_name"":""LEGACY HEALTHCARE"",""chain_id"":""306"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165280","Bettendorf Health Care Center","165280","skilled_nursing","Medicare and Medicaid","SCOTT","2730 Crow Creek Road","BETTENDORF","IA","52722","5633327463","","86","Legal Business Name Not Available","","ACTIVE","1996-05-01","","","2026-07-01","true","41.5684","-90.494","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":58.3,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":4,""longstay_qm_rating"":3,""shortstay_qm_rating"":5,""staffing_rating"":1,""chain_name"":""MGM HEALTHCARE"",""chain_id"":""348"",""total_number_of_penalties"":3,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165793","The Summit of Bettendorf","165793","skilled_nursing","Medicare and Medicaid","SCOTT","4699 53rd Avenue","BETTENDORF","IA","52722","5152716789","","39","WELLSPIRE-BETTENDORF LLC","","ACTIVE","2021-11-10","","","2026-07-01","true","41.5748","-90.475","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":37.9,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":3,""longstay_qm_rating"":4,""shortstay_qm_rating"":2,""staffing_rating"":4,""chain_name"":""WESLEYLIFE"",""chain_id"":""561"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165553","The Vistas at Bettendorf","165553","skilled_nursing","Medicare and Medicaid","SCOTT","2500 Grant Street","BETTENDORF","IA","52722","5633599171","","79","BETTENDORF IA SNF OPCO LLC","","ACTIVE","2004-10-01","","","2026-07-01","true","41.5263","-90.498","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":70.9,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":2,""longstay_qm_rating"":3,""shortstay_qm_rating"":2,""staffing_rating"":4,""chain_name"":""SHLOMO HOFFMAN"",""chain_id"":""713"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165326","Bloomfield Care Center","165326","skilled_nursing","Medicare and Medicaid","DAVIS","800 North Davis Street","BLOOMFIELD","IA","52537","6416642699","","91","BLOOMFIELD IA SKILLED NURSING FACILITY LLC","","ACTIVE","1997-05-01","","","2026-07-01","true","40.7591","-92.418","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":42.6,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":""LEGACY HEALTHCARE"",""chain_id"":""306"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165468","Eastern Star Masonic Home","165468","skilled_nursing","Medicare and Medicaid","BOONE","715 West Mamie Eisenhower","BOONE","IA","50036","5154325274","","76","EASTERN STAR MASONIC HOME","","ACTIVE","2002-09-01","","","2026-07-01","true","42.0593","-93.901","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Other"",""average_residents_per_day"":70.3,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":4,""longstay_qm_rating"":5,""shortstay_qm_rating"":3,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165498","Westhaven Community","165498","skilled_nursing","Medicare and Medicaid","BOONE","112 West Fourth Street","BOONE","IA","50036","5154321393","","100","WESTHAVEN COMMUNITY A MINISTRY OF THE EVANGELICAL FREE CHURCH","","ACTIVE","2005-01-01","","","2026-07-01","true","42.0603","-93.893","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Other"",""average_residents_per_day"":59.1,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":5,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165363","Westview Care Center","165363","skilled_nursing","Medicare and Medicaid","HANCOCK","445 Eighth Avenue SW","BRITT","IA","50423","6418433835","","67","BRITT IA SKILLED NURSING FACILITY LLC","","ACTIVE","1997-10-01","","","2026-07-01","true","43.0929","-93.812","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":52.2,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":4,""longstay_qm_rating"":5,""shortstay_qm_rating"":3,""staffing_rating"":3,""chain_name"":""LEGACY HEALTHCARE"",""chain_id"":""306"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165594","Brooklyn Community Estates","165594","skilled_nursing","Medicare and Medicaid","POWESHIEK","406 North Street","BROOKLYN","IA","52211","6415229263","","50","BROOKLYN COMMUNITY ESTATE INC","","ACTIVE","2009-10-01","","","2026-07-01","true","41.739","-92.442","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":43,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":5,""longstay_qm_rating"":5,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165586","Timely Mission Nursing Home","165586","skilled_nursing","Medicare and Medicaid","WINNEBAGO","109 Mission Drive","BUFFALO CENTER","IA","50424","6415622494","","42","TIMELY MISSION NURSING HOME","","ACTIVE","2008-04-14","","","2026-07-01","true","43.3881","-93.952","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":36.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165439","Oakview Nursing and Rehabilitation","165439","skilled_nursing","Medicare and Medicaid","DES MOINES","1212 Indian Hills Drive","BURLINGTON","IA","52601","3197524100","","60","THE VIEWS OPERATOR C LLC","","ACTIVE","2001-07-20","","","2026-07-01","true","40.7967","-91.167","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":52,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":2,""longstay_qm_rating"":2,""shortstay_qm_rating"":1,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165255","Accura Healthcare of Carlisle","165255","skilled_nursing","Medicare and Medicaid","WARREN","680 Cole Street","CARLISLE","IA","50047","5159890871","","80","Legal Business Name Not Available","","ACTIVE","1995-06-01","","","2026-07-01","true","41.4956","-93.494","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":75,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":2,""longstay_qm_rating"":2,""shortstay_qm_rating"":null,""staffing_rating"":3,""chain_name"":""ACCURA HEALTHCARE"",""chain_id"":""8"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165455","Accura Healthcare of Carroll","165455","skilled_nursing","Medicare and Medicaid","CARROLL","2241 North West Street","CARROLL","IA","51401","7127929284","","65","ACCURA HEALTHCARE OF CARROLL","","ACTIVE","2002-04-15","","","2026-07-01","true","42.0842","-94.869","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":49.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":3,""longstay_qm_rating"":1,""shortstay_qm_rating"":4,""staffing_rating"":2,""chain_name"":""ACCURA HEALTHCARE"",""chain_id"":""8"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165231","Regency Park Nursing & Rehab Center of Carroll","165231","skilled_nursing","Medicare and Medicaid","CARROLL","500 East Valley Drive","CARROLL","IA","51401","7127929281","","46","OPCO CARROLL IA LLC","","ACTIVE","1994-07-28","","","2026-07-01","true","42.0533","-94.864","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":33.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":5,""longstay_qm_rating"":5,""shortstay_qm_rating"":4,""staffing_rating"":3,""chain_name"":""CAMPBELL STREET SERVICES"",""chain_id"":""99"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165796","St Anthony Senior Services","165796","skilled_nursing","Medicare and Medicaid","CARROLL","406 East Anthony Street","CARROLL","IA","51401","7127945455","","79","ST ANTHONY SENIOR SERVICES LLC","","ACTIVE","2023-08-08","","","2026-07-01","true","42.0568","-94.859","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Church related"",""average_residents_per_day"":73.8,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""Y"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":4,""longstay_qm_rating"":3,""shortstay_qm_rating"":5,""staffing_rating"":3,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165568","Accura Healthcare of Cascade LLC","165568","skilled_nursing","Medicare and Medicaid","DUBUQUE","701 North Johnson Street NW","CASCADE","IA","52033","5638523277","","46","ACCURA HEALTHCARE OF CASCADE LLC","","ACTIVE","2006-01-01","","","2026-07-01","true","42.3022","-91.019","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":41.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""Y"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":4,""longstay_qm_rating"":2,""shortstay_qm_rating"":5,""staffing_rating"":4,""chain_name"":""ACCURA HEALTHCARE"",""chain_id"":""8"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165197","Cedar Falls Health Care Center","165197","skilled_nursing","Medicare and Medicaid","BLACK HAWK","1728 West Eighth Street","CEDAR FALLS","IA","50613","3192772437","","70","OPCO CEDAR FALLS IA LLC","","ACTIVE","1994-01-01","","","2026-07-01","true","42.5315","-92.466","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":43.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":""CAMPBELL STREET SERVICES"",""chain_id"":""99"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165508","Martin Health Center, INC","165508","skilled_nursing","Medicare and Medicaid","BLACK HAWK","410 East 10th Street","CEDAR FALLS","IA","50613","3192772141","","50","MARTIN HEALTH CENTER, INC.","","ACTIVE","2003-12-01","","","2026-07-01","true","42.5296","-92.442","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":45.9,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":2,""shortstay_qm_rating"":3,""staffing_rating"":5,""chain_name"":""WESTERN HOME COMMUNITIES"",""chain_id"":""887"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165465","Newaldaya Lifescapes","165465","skilled_nursing","Medicare and Medicaid","BLACK HAWK","7511 University Avenue","CEDAR FALLS","IA","50613","3192680401","","112","CEDAR FALLS LUTHERAN HOME","","ACTIVE","2002-07-01","","","2026-07-01","true","42.5131","-92.449","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":101.7,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":4,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165298","Pinnacle Specialty Care","165298","skilled_nursing","Medicare and Medicaid","BLACK HAWK","1223 Prairieview  Road","CEDAR FALLS","IA","50613","3192680489","","100","CARE INITIATIVES","","ACTIVE","1996-11-01","","","2026-07-01","true","42.4904","-92.433","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":96.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":2,""longstay_qm_rating"":2,""shortstay_qm_rating"":2,""staffing_rating"":3,""chain_name"":""CARE INITIATIVES"",""chain_id"":""106"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165622","The Suites at Western Home Communities","165622","skilled_nursing","Medicare and Medicaid","BLACK HAWK","5301 Caraway Lane","CEDAR FALLS","IA","50613","3192772141","","72","MARTIN HEALTH CENTER, INC.","","ACTIVE","2018-06-21","","","2026-07-01","true","42.4905","-92.438","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":68.9,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":4,""staffing_rating"":5,""chain_name"":""WESTERN HOME COMMUNITIES"",""chain_id"":""887"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:165322","Cottage Grove Place","165322","skilled_nursing","Medicare and Medicaid","LINN","2115 First Avenue SE","CEDAR RAPIDS","IA","52402","3193632420","","64","COTTAGE GROVE PLACE","","ACTIVE","1997-05-07","","","2026-07-01","true","41.9969","-91.638","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Other"",""average_residents_per_day"":54.2,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":4,""longstay_qm_rating"":2,""shortstay_qm_rating"":5,""staffing_rating"":4,""chain_name"":""LIFE CARE SERVICES"",""chain_id"":""312"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
