facility_key,facility_name,source_facility_id,care_category,program_type,county,address,city,state,zip,phone,fax,capacity,licensee,administrator,facility_status,license_first_date,closed_date,regional_office,source_file_date,is_active,latitude,longitude,distance_miles_from_center,source_id,source_name,source_url,source_owner
"ca-cdss-rcfe:107208861","BELL CARE HOME LLC-HOUSTON","107208861","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","2660 EAST HOUSTON AVE","FRESNO","CA","93720","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, MARILEN","LICENSED","6/12/2018","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:331881098","BELL'S COTTAGE","331881098","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","26272 KATHY LANE","HEMET","CA","92543","(951) 392-3397","","6","BELL'S COTTAGE LLC.","SIMMONS-ROBINSON, LAVON","LICENSED","4/16/2021","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:19200840","BELLA AMORE, INC.","19200840","assisted_living","RESIDENTIAL CARE ELDERLY","ALAMEDA","4904 ADAGIO CT","FREMONT","CA","94538","(408) 421-3461","","6","BELLA AMORE, INC.","SALUTA, CHRISTOPHER","CLOSED","1/22/2019","11/10/2022","15","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:335530124","BELLA CAI CARE HOME","335530124","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","29111 OAK GROVE WAY","LAKE ELSINORE","CA","92530","(562) 537-8885","","6","BELLA CAI INC.","ABDULLAH, SITI KHATIJAH","LICENSED","9/1/2023","","56","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107206822","BELLA CARE HOME LLC","107206822","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","491 PIERCE DR","CLOVIS","CA","93612","(559) 472-3575","","6","BELLA CARE HOME LLC","MARILEN GONZALES","LICENSED","5/29/2014","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107206952","BELLA CARE HOME LLC","107206952","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","508 GATEWAY AVE","CLOVIS","CA","93612","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, MARILEN","LICENSED","4/14/2016","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209416","BELLA CARE HOME LLC FRENCH VILLA","107209416","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","67 W EL PASO AVE","CLOVIS","CA","93611","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, PHILLIP","LICENSED","6/5/2024","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209190","BELLA CARE HOME LLC-FARMHOUSE","107209190","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","1131 FARMHOUSE AVE.","CLOVIS","CA","93619","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, PHILLIP","LICENSED","3/9/2022","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107209552","BELLA CARE HOME LLC-KAREN'S COTTAGE","107209552","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","1767 N KAREN AVE","CLOVIS","CA","93619","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, PHILLIP","LICENSED","4/29/2025","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107208989","BELLA CARE HOME LLC-MATUS","107208989","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","7947 NORTH MATUS AVE","FRESNO","CA","93720","(559) 259-6228","","6","BELLA CARE HOME LLC","GONZALES, MARILEN","LICENSED","10/15/2019","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:336426776","BELLA CASA 2","336426776","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","77-632 BARONS CIR","PALM DESERT","CA","92211","(760) 772-5089","","6","BELLA CASA RCFE, INC.","CARLOS, ROMMEL","LICENSED","8/3/2015","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:331881395","BELLA CASA 3","331881395","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","77583 CARINDA COURT","PALM DESERT","CA","92211","(760) 772-5089","","6","BELLA CASA R.C.F.E., INC.","CARLOS, ROMMEL; URSULA","LICENSED","5/16/2023","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:336406764","BELLA CASA 3","336406764","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","51-425 CALLE PALOMA","LA QUINTA","CA","92253","(760) 772-5089","","6","BELLA CASA RCFE, INC.","ROMMEL CARLOS","CLOSED","11/7/2005","5/17/2023","18","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:331880721","BELLA CORTINA RESIDENTIAL CARE FACILITY","331880721","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","28571 YAROW WAY","MORENO VALLEY","CA","92555","(951) 208-4125","","6","KHAN, SANA","KHAN, SANA","LICENSED","8/6/2019","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:361800425","BELLA GARDEN RESIDENTIAL SENIOR CARE","361800425","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","22790 VAN BUREN STREET","GRAND TERRACE","CA","92313","(909) 695-8597","","6","BELLA GARDEN LLC","MEZA-BROWN, ELIZABETH","LICENSED","1/29/2018","","56","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198601824","BELLA GARDENS","198601824","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","2218 CONQUISTA AVENUE","LONG BEACH","CA","90815","(562) 900-5208","","6","BELLA GARDENS WELLNESS HOME, LLC","DARYLLEN STONE","LICENSED","6/13/2014","","11","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:342701140","BELLA HILLS CARE HOME","342701140","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","8579 TRAYNOR WAY","SACRAMENTO","CA","95828","(916) 687-1207","","4","BELLA HILLS, LLC","TIEN, LIT A.","LICENSED","4/21/2022","","27","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:547206855","BELLA HOME","547206855","assisted_living","RESIDENTIAL CARE ELDERLY","TULARE","403 N. RYAN TERRACE","PORTERVILLE","CA","93257","(559) 781-1508","","6","MARIA EVA FELIX","FELIX, MARIA EVA","LICENSED","8/1/2014","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:547209315","BELLA HOME SENIOR CARE","547209315","assisted_living","RESIDENTIAL CARE ELDERLY","TULARE","1968 W MONACHE AVE","PORTERVILLE","CA","93257","(559) 615-1898","","6","MARIA EVA FELIX","FELIX, MARIA EVA","LICENSED","7/19/2023","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:361800179","BELLA MAISON ASSISTED LIVING","361800179","assisted_living","RESIDENTIAL CARE ELDERLY","SAN BERNARDINO","1469 N 13TH AVE","UPLAND","CA","91786","(909) 377-5274","","6","BELLA MAISON ASSISTED LIVING LLC","EVA PINILI-ALLEN","CLOSED","9/29/2017","9/25/2023","56","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198320288","BELLA MANOR","198320288","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","20359 DONORA AVE","TORRANCE","CA","90503","(310) 371-8775","","6","GREENMEADOW PLACE 3","ALCANTARA, CHARMAINE","LICENSED","8/10/2022","","11","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198602372","BELLA MANOR","198602372","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","20359 DONORA AVE","TORRANCE","CA","90503","(310) 371-8775","","6","BELLA MANOR LLC","ATENCIO, CHRISTINA","CLOSED","2/7/2017","8/10/2022","11","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:198602898","BELLA MANOR II","198602898","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","7800 E. TULA STREET","LONG BEACH","CA","90808","(310) 953-5518","","6","BELLA MANOR LLC","ATENCIO, CHRISTINA","LICENSED","3/16/2018","","11","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:306005421","BELLA MIA CHATEAU, INC (BMC #1)","306005421","assisted_living","RESIDENTIAL CARE ELDERLY","ORANGE","18410 COLVILLE STREET","FOUNTAIN VALLEY","CA","92708","(714) 227-5766","","6","BELLA MIA CHATEAU, INC","VERA, ZENAIDA C","LICENSED","6/14/2018","","22","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:342700710","BELLA NOVA RCFE","342700710","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","8797 TWINBERRY WAY","ELK GROVE","CA","95624","(916) 667-3248","","6","BELLA NOVA RCFE, LLC","KHAN, SHAHBAZ","CLOSED","4/9/2020","9/26/2022","27","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:565802001","BELLA NOVA VILLA","565802001","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","1111 IVYWOOD DRIVE","OXNARD","CA","93030","(805) 983-6720","","6","ZJRP, LLC.","AYALA, MARIA","LICENSED","9/4/2015","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:567610053","BELLA NOVA VILLA II","567610053","assisted_living","RESIDENTIAL CARE ELDERLY","VENTURA","1720 CORONADO PLACE","OXNARD","CA","93030","(805) 242-6682","","6","ZJRPS INC.","AYALA, MARIA S.","LICENSED","9/25/2020","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:195850492","BELLA ROSA PLACE LLC","195850492","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","23275 SYLVAN ST","WOODLAND HILLS","CA","91367","(818) 815-7145","","6","BELLA ROSA PLACE LLC","AGHAJANYAN, LAURA","CLOSED","","1/23/2024","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197604333","BELLA ROSA PLACE, LLC.","197604333","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","23275 SYLVAN ST","WOODLAND HILLS","CA","91367","(818) 625-0517","","6","BELLA ROSA PLACE, LLC.","MANJIT SINGH CHADHA","CLOSED","4/17/2003","2/8/2024","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:342700920","BELLA VILLA ELDERLY CARE","342700920","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","37 MOSSGLEN CIR","SACRAMENTO","CA","95826","(424) 345-0820","","6","BELLA VILLA ELDERLY CARE LLC","YELENA BIGELOW","CLOSED","3/19/2021","5/10/2023","27","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:342700922","BELLA VILLA ELDERLY CARE II","342700922","assisted_living","RESIDENTIAL CARE ELDERLY","SACRAMENTO","3612 EASTERN AVE","SACRAMENTO","CA","95821","(424) 345-0820","","6","BELLA VILLA ELDERLY CARE LLC","ALITI WAQALALA","CLOSED","3/26/2021","3/19/2024","27","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:331880645","BELLA VILLAGGIO","331880645","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","40235 PORTOLA AVE","PALM DESERT","CA","92260","(760) 607-5200","","170","PDBV LLC; LEISURE CARE LLC","JIM GERMYN","LICENSED","7/12/2019","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:107206702","BELLA VISTA","107206702","assisted_living","RESIDENTIAL CARE ELDERLY","FRESNO","5425 W. SPRUCE","FRESNO","CA","93722","(559) 840-0452","","36","SIERRA MEADOWS SENIOR LIVING. LLC","HURLEY, DONNA","CLOSED","10/11/2013","6/25/2020","24","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:19201202","BELLA VISTA","19201202","assisted_living","RESIDENTIAL CARE ELDERLY","ALAMEDA","1641-1659 D STREET","HAYWARD","CA","94541","(510) 397-0751","","42","ARK ANGEL II, LLC","BAUTISTA, HAIDIE","LICENSED","11/17/2022","","15","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197608297","BELLA VISTA","197608297","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","1760 N FAIR OAKS AVE","PASADENA","CA","91103","(626) 794-4103","","72","ROBSAG INC","BAKER, IAN","LICENSED","6/1/2012","","28","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:486801891","BELLA VISTA RESIDENTIAL CARE FACILITY FOR ELDERLY","486801891","assisted_living","RESIDENTIAL CARE ELDERLY","SOLANO","804 BELLA VISTA DRIVE","SUISUN CITY","CA","94585","(707) 301-5300","","6","PENAFLOR, ESTHER","PENAFLOR, ESTHER","LICENSED","5/19/2006","","21","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:496803536","BELLA VISTA VILLAGE","496803536","assisted_living","RESIDENTIAL CARE ELDERLY","SONOMA","18941 SONOMA HWY","SONOMA","CA","95476","(707) 483-0998","","12","J AND M RESIDENTIAL CARE, LLC","VEGVARY, JULIUS","CLOSED","3/26/2015","10/24/2022","21","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:496804101","BELLA VISTA VILLAGE II, LLC","496804101","assisted_living","RESIDENTIAL CARE ELDERLY","SONOMA","18941 SONOMA HWY","SONOMA","CA","95476","(707) 712-2790","","12","BELLA VISTA VILLAGE II, LLC","ROBLES, JESSICA","LICENSED","10/24/2022","","21","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:405802266","BELLA VITA ASSISTED LIVING","405802266","assisted_living","RESIDENTIAL CARE ELDERLY","SAN LUIS OBISPO","7150 SYCAMORE ROAD","ATASCADERO","CA","93422","(805) 460-6883","","6","TESFAZGY GROUP LLC","TESFAZGY, ABIY","LICENSED","11/4/2016","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:157208815","BELLA VITA AT STONINGTON","157208815","assisted_living","RESIDENTIAL CARE ELDERLY","KERN","11711 STONINGTON STREET","BAKERSFIELD","CA","93312","(661) 368-2233","","6","BELLA VITA SENIOR LIVING LLC","LOPEZ, ERIC","LICENSED","12/27/2017","","24","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:405850007","BELLA VITA SENIOR LIVING","405850007","assisted_living","RESIDENTIAL CARE ELDERLY","SAN LUIS OBISPO","145 ANDRE DRIVE","ARROYO GRANDE","CA","93420","(805) 202-8182","","6","AMEPLA GROUP","BUDAI, KAROLY","LICENSED","3/16/2018","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:331881427","BELLA'S HOME CARE FACILITY","331881427","assisted_living","RESIDENTIAL CARE ELDERLY","RIVERSIDE","347 MONTERO COURT","HEMET","CA","92545","(951) 208-8592","","3","RICARDOMARIO DELEON & MARBELLA SOTO AVILA","DELEON, RICARDO","CLOSED","","3/27/2023","18","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:306006382","BELLA'S OPEN ARMS","306006382","assisted_living","RESIDENTIAL CARE ELDERLY","ORANGE","1601 SKYLINE DRIVE","FULLERTON","CA","92831","(714) 267-4105","","6","CHENG & CO., LLC","YU, TSUNG-SHUN","LICENSED","12/22/2023","","22","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:374604601","BELLAHOMECARE 1","374604601","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","1081 OLEANDER DRIVE","CHULA VISTA","CA","91911","(406) 998-8022","","6","BELLAHOMECARE, LLC","COOK, CHERRY","CLOSED","1/13/2023","5/2/2024","8","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:374604790","BELLAHOMECARE I","374604790","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","629 GUAVA AVE","CHULA VISTA","CA","91910","(619) 500-5604","","6","BELLAHOMECARE LLC","COOK, CHERRY","LICENSED","3/26/2024","","8","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:371881471","BELLAHOMECARE II","371881471","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","884 GRETNA GREEN WAY","ESCONDIDO","CA","92025","(760) 975-3751","","6","BELLAHOMECARE, LLC","COOK, CHERRY","LICENSED","9/13/2023","","18","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:374604846","BELLAHOMECARE III","374604846","assisted_living","RESIDENTIAL CARE ELDERLY","SAN DIEGO","164 OLD RANCH RD","CHULA VISTA","CA","91910","(406) 998-8022","","6","BELLAHOMECARE LLC","COOK, CHERRY","LICENSED","8/28/2024","","8","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:197608916","BELLAIRE ASSISTED LIVING, INC.","197608916","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","12702 VANOWEN STREET","VALLEY GLEN","CA","91605","(818) 934-7755","","6","BELLAIRE ASSISTED LIVING CENTER, INC.","ANGELA KHANJYAN","CLOSED","10/2/2015","7/13/2020","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:195850501","BELLAIRE SENIOR CARE","195850501","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","6523 BELLAIRE AVENUE","NORTH HOLLYWOOD","CA","91606","(818) 987-1115","","6","BELLAIRE SENIOR CARE LLC","GEVORGYAN, EVA","LICENSED","7/29/2024","","29","5252025","true","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:195850068","BELLAIRE SENIOR CARE LLC","195850068","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","6523 BELLAIRE AVE","NORTH HOLLYWOOD","CA","91606","(818) 688-1315","","6","BELLAIRE SENIOR CARE LLC","BURSALYAN, KARPIS","CLOSED","9/22/2020","7/7/2021","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
"ca-cdss-rcfe:195850163","BELLAIRE SENIOR CARE, LLC","195850163","assisted_living","RESIDENTIAL CARE ELDERLY","LOS ANGELES","6523 BELLAIRE AVE","NORTH HOLLYWOOD","CA","91606","(818) 856-6980","","6","BELLAIRE SENIOR CARE, LLC","ELEN KIRAKOSYAN","CLOSED","7/6/2021","7/29/2024","29","5252025","false","","","","ca-cdss-rcfe","California CDSS Residential Care Facilities for the Elderly","https://lab.data.ca.gov/dataset/community-care-licensing-facilities/6b2f5818-f60d-40b5-bc2a-94f995f9f8b0","California Department of Social Services"
